artist,followers,popularity,offer
Sophie Noel,52,0,2000.0
Soran,34430,49,2460.0
Sorrey,958,18,30073.81
Sorry Girls,2566,23,70996.18
Soul Secret Agency,361,7,2000.0
Souls Rest,66,3,2000.0
Spaceport Union,25,0,2000.0
Spectres,5178,19,27179.0
Speed Control,636,2,4925.0
Spencer Krug,1186,33,10000.0
Spirit of the Wildfire,227,2,1380.0
Spiritbox,153800,62,38496.0
Splash'N Boots,0,0,41055.0
Sportsfan,288,4,11898.0
St.Arnaud,4850,34,4175.0
Staasia Daniels,1164,8,5552.5
Stacey Kay,414,10,1725.0
Stars,172695,51,58116.5
Steele,0,0,55315.0
Stefan Babcock,0,0,2000.0
Stefana Fratila,82,0,12000.0
Stefanie Parnell,193,3,2000.0
Stephen Fearing,1735,15,30804.0
Stephen Hamm,126,1,2000.0
Sterling Grove,2624,40,37510.0
Steve Dawson,443,50,45916.0
Steve Maddock,12,2,12248.0
Steve Strongman,718,11,1380.0
Steven Bowers,149,10,1150.0
Steven Page,5037,24,51450.0
Stickybuds,13977,40,10000.0
Still Seasons,62,1,2000.0
Story Untold,36925,46,2000.0
Strange Tides,208,7,2000.0
Striker,13988,29,30000.0
Stuck Out Here,757,11,2000.0
Stuey Kubrick,164,5,34331.57
Success Pistols,0,0,2000.0
Sule,1762,24,1150.0
Sultans of String,1068,9,67928.0
Sumo Cyco,26597,43,23005.63
Sundae Girl,144,1,2000.0
Sunday Morning,1161,14,2000.0
Sunglaciers,193,2,2000.0
Sunnyside Uppers,13,0,2000.0
Susan Aglukark,2353,24,10000.0
Suzie Ungerleider,2752,17,2000.0
Suzie Vinnick,726,11,2817.0
Swamp Thing,561,12,46155.08
Sweet Alibi,940,11,25000.0
Sweet Roger,109,0,2000.0
Sweet SantaFe,34,0,2000.0
Switch,16556,49,2000.0
Syd Warwick,52,0,2000.0
Sydney Blu,2505,31,19590.39
Sydney Riley,62,2,2000.0
Syngja,68,0,1035.0
Sébastien Plante,22,3,46956.0
T. Buckley,279,8,14312.0
T. Thomason,1701,19,6817.0
TALK,0,0,2000.0
TARiiiQ,799,21,2000.0
TAYLR,102,9,2000.0
TEEN,0,0,17417.690000000002
TEKE::TEKE,4429,29,4430.0
TEROUZ,128,1,2000.0
THEHONESTGUY,1411,30,2000.0
TOPS,97712,53,89675.0
TR/ST,94630,51,16903.0
TRP.P,294,3,1863.0
TV SETS,142,2,2000.0
TWRP,104609,55,21918.75
Taigenz,2964,10,3380.0
Takeyce,781,17,4208.0
Tallies,2217,11,25399.25
Talltale,410,12,2000.0
Tamara Maddalen,199,0,2000.0
Tambour,4193,28,40000.0
Tami Neilson,13855,39,31566.0
Tamir,6,34,2000.0
Tania Joy,2716,23,2000.0
Tanika Charles,4640,32,15000.0
Tanner James,212,23,2000.0
Tapestry Opera,0,0,10000.0
Tara MacLean,4741,23,2000.0
Taylor Knox,986,16,2000.0
Tea G,0,0,2940.0
Tebey,13936,50,93014.39000000001
Tee Cloud,91,4,2000.0
Tee Krispil,369,5,2000.0
Teen Daze,43391,49,40000.0
Teenanger,1556,11,13007.21
Tei Shi,138665,56,3968.0
Tell Adeline,15,1,2000.0
Tenise Marie,113,11,2000.0
Terence Jack,638,3,1380.0
Terra Lightfoot,6183,30,47749.0
Terri Hron,4,0,2000.0
Tess Roby,3903,13,2000.0
Tessa,0,0,2000.0
Thanya Iyer,1863,14,3163.0
The Abrams,3614,19,30000.0
The Actual Goners,89,0,2000.0
The Agonist,141495,44,30000.0
The Ashley Hundred,686,6,2000.0
The Backstays,188,5,2000.0
The Barrelmen,53,1,2000.0
The Battle of Santiago,0,0,12691.5
The Besnard Lakes,14532,29,60079.0
The Black Mountain Whiskey Rebellion,0,0,6008.54
The Blue Stones,109587,59,57500.0
The Bombadils,511,4,10000.0
The Brandy Alexanders,0,0,39913.81
The Broken Islands,288,2,2000.0
The Brooks,4343,30,1725.0
The Bros. Landreth,19968,39,51020.0
The City Gates,424,14,2000.0
The Coal Mine Canaries,41,0,1060.69
The Cole Patenaude Band,81,1,2000.0
The Color,6073,35,15000.0
The Commoners,0,0,10000.0
The Creepshow,51389,41,34006.31
The Deep Dark Woods,22705,43,7026.5
The Dirty Nil,29240,45,96987.0
The Dreadnoughts,77840,55,20778.0
The Drifts,378,13,2000.0
The East Pointers,18979,44,98025.0
The Effens,676,17,4636.0
The Elwins,10523,29,11880.09
The Ennis Sisters,1741,20,1380.0
The Faps,152,4,1863.0
The Forks,25,0,2000.0
The Free Label,1367,24,2000.0
The Freefallers,0,0,2000.0
The Fugitives,27,28,42867.0
The Funk Hunters,33439,47,40000.0
The Garrys,1027,15,2070.0
The Glorious Sons,145326,60,60000.0
The Halluci Nation,147615,52,49745.0
The Heels,584,22,60000.0
The High Dials,1007,8,1495.0
The Holy Gasp,248,1,10000.0
The Honest Heart Collective,2752,31,3295.0
The Honeyrunners,254,2,1725.0
The Hope State,70,0,15654.0
The Johnnys,122,2,2752.0
The Kerplunks,168,24,1265.0
The Kodiak,1738,22,2000.0
The Kwerks,5,0,2000.0
The Last Vanguard,0,0,21400.0
The Leanover,470,4,2000.0
The Librarian,1996,18,10000.0
The Long War,397,4,26228.78
The Luvmenauts,92,8,24150.0
The Mahones,29517,37,8943.27
The Mariachi Ghost,803,6,22758.81
The Mystics,7673,29,2000.0
The Neighbourhood Watch,8583,40,2000.0
The New Customs,123,1,2587.0
The New Groovement,384,4,2000.0
The Noisy Crows,94,0,2000.0
The Nolas,88,0,2000.0
The Northern Coast,1,0,1756.68
The Northern Pikes,27053,40,25000.0
The Northstars,158,7,7499.0
The OBGMs,8021,30,34393.75
The Once,9041,32,27795.0
The Oops Kitchen,0,0,2000.0
The Oot n' Oots,116,4,2000.0
The Pack a.d.,32670,42,34100.0
The Pairs,534,5,3898.0
The Plastic Waste Band,35,0,2000.0
The Real McKenzies,111707,54,45350.0
The Real Wet Bandits,0,0,2000.0
The Riot Police,265,4,2000.0
The Rising Few,67,0,1150.0
The Royal Foundry,3917,29,127518.0
The Rural Alberta Advantage,61476,47,2000.0
The Sadies,15546,39,27910.0
The Sheepdogs,100804,52,35000.0
The Small Glories,2308,22,1553.0
The Souljazz Orchestra,68537,48,36442.26
The Stanfields,8228,40,15843.82
The Sun Harmonic,1066,11,2000.0
The Topaz Duo,0,0,10000.0
The Tourist Company,2978,14,16912.69
The Unfound,55,0,2000.0
The Veer Union,83615,54,75465.0
The Velvet SuperSloths,47,2,2000.0
The Waverlys,43,0,2000.0
The Weather Station,41960,53,23400.0
The Wild!,1189,50,55409.0
The Young Novelists,666,5,1035.0
ThenWhen,528,14,2000.0
Thomas H,0,0,17063.13
Thomas Stajcer,98,1,1041.0
Thomas Thomas,0,0,2000.0
Those Who Walk Away,253,0,10000.0
Thunderor,0,0,27683.0
Tiger Balme,79,0,2000.0
Tilsen,985,37,21890.0
Tim Baker,9747,36,17404.0
Tim Isberg,44,1,1380.0
Timber Timbre,169885,51,17480.0
Timbuktu and Ollie Teeba,0,0,17741.14
Titus Calderbank,0,0,12544.0
Tokyo Police Club,177580,50,22234.0
Tom Hanley,0,0,2000.0
Tome,2037,34,1500.0
Tommy Kruise,2373,27,2000.0
Tommy Lefroy,1718,35,2000.0
Tongue Helmet,144,1,12294.52
Tonia Cianciulli,10,0,5670.9
Tony Price,312,2,2000.0
Tori Hathaway,84,0,2000.0
Toronto Tabla Ensemble,210,2,10000.0
Tough Age,1248,10,19462.0
Townies,315,3,2875.0
Tragedy Ann,288,3,12000.0
Trash Hawks,147,4,5773.4
Tribe Royal,548,0,6639.0
Trip J,0,0,2000.0
Triples,215,2,2000.0
Troy Alistair,16,0,2000.0
Troy Fernandes,37,1,2000.0
Troy Junker,262,17,2000.0
Tru Wilki,47,1,2000.0
Tugstar,0,0,20000.0
Tunic,1658,18,32632.0
Tush,19444,35,13724.25
Twin Flames,2130,23,10000.0
Twin Kennedy,196,14,2588.0
Twin Rains,276,11,2000.0
Txnic,95,5,2000.0
Tyler Budd,171,20,2000.0
Tyler Del Pino,711,19,3380.0
Tyler Joe Miller,1696,44,26417.45
Tyler Lorette,5628,32,2000.0
Tyler Shaw,44842,58,16400.0
U.S. Girls,69924,45,30000.0
Uncle Greg,0,0,2000.0
Union Duke,1536,17,2640.0
Untradition,833,12,2000.0
Uubbuurruu,925,7,2000.0
VBRTR,159,2,1495.0
VIC CITY SOLDIERS,0,0,20000.0
VINYL HERO,157,2,2000.0
VISSIA,618,16,50000.0
Valeda,5,0,2000.0
Van Ber,0,0,2000.0
Vancouver Inter-Cultural Orchestra,16,0,34849.66
Varfalvy,69,1,2000.0
Ventus Machina,31,2,39814.0
Venus Vendetta,1,0,2000.0
Veranda,40,0,1138.0
Vercenzo,20,0,2000.0
Vi,0,0,2000.0
Via Barcelonia,391,22,44305.63
Vic NS,102,0,1428.3
Victor Herbiet,8,0,3300.56
Vikki Gilmore,547,38,2000.0
Villages,70,1,1265.0
Vinyl Sons,0,0,2000.0
Violent Ground,152,8,2243.0
Virginia to Vegas,42335,61,57376.88
Vital Spirit,9,3,2000.0
W4SH,2474,21,2000.0
WHOOP-Szo,745,6,5335.0
WOLF SAGA,3457,36,1553.0
Wake Island,685,15,3360.0
Walk Off The Earth,520921,64,27600.0
Wallgrin,271,2,2000.0
Walrus,1546,8,16791.03
Wangled Teb,50,0,1955.43
Wares,1224,8,15893.52
Warming,188,1,3861.87
Wasiu,6295,57,1035.0
We Are Monroe,919,11,4000.0
We Are the City,8607,24,16895.0
Weak Size Fish,340,8,2000.0
Wes Allen,115,24,2000.0
Wes Carroll,8,0,2000.0
Wes Mack,6192,28,22500.0
Wesley Attew,1614,17,2000.0
West My Friend,421,5,2875.0
What If Elephants,656,28,47956.56
Whiplash Girlchild,329,8,2000.0
White Cowbell Oklahoma,788,8,2000.0
Whitehorse,25129,40,6390.0
Whitney Rose,9420,32,81943.0
Wild Black,0,0,2000.0
Wild Dove,72,7,2000.0
Wildfire,1978,25,2000.0
Will Arthur,0,0,2000.0
William Chernoff,59,6,2000.0
William Prince,20969,47,20000.0
Windmills,5216,28,2000.0
Wine Lips,670,14,2000.0
Wintersleep,49636,43,21095.0
Wish Lash,39,1,2000.0
Wolf Parade,135939,47,47040.25
Wolfgang Peterson,0,0,19074.0
Wolfville,0,0,2000.0
Wondagurl,3209,33,10000.0
Woodhawk,2463,13,2000.0
Woodpigeon,3786,17,2000.0
Wyatt C. Louis,554,16,25000.0
X62,173,16,2000.0
Xander Simmons,1,0,2000.0
Xero FG,10,0,2000.0
Xiren,185,8,2000.0
YSSY,1575,19,2000.0
Yael Wand,79,6,2000.0
Yamantaka//Sonic Titan,0,0,31495.0
Year of Glad,79,0,1150.0
Yes We Mystic,2072,12,2640.0
Yester Daze,150,14,2000.0
Yoo Doo Right,747,23,3102.0
Young Cake,198,8,2000.0
Your Paris,474,9,2000.0
Yukon Blonde,26734,38,57250.0
Yung Tory,180067,53,18975.0
Yves Jarvis,7564,35,17965.0
Z.A,1,0,2000.0
ZAUM,70,1,20000.0
ZDBT,325,22,20156.82
ZENESOUL,1634,35,2000.0
Zach Kleisinger,549,16,10000.0
Zach Oliver,1702,41,53902.0
Zach Skarzynski,0,0,2000.0
Zachary Simon,479,15,2000.0
Zaid Bustami,0,0,2000.0
Zaki Ibrahim,3596,24,1552.0
Zeds Dead,494047,67,112865.5
Zinnia,737,28,1380.0
Zoe Sky Jordan,804,15,10000.0
Zoon,1249,22,15304.86
aquakultre,1110,15,2000.0
baby o,0,0,2000.0
basha,0,0,25000.0
beauts,398,14,15919.92
bulow,356045,65,22925.0
byjayr,88,1,18083.75
cEvin Key,9236,23,36859.64
cleopatrick,132739,61,23850.03
collectif9,141,1,10000.0
daysormay,8750,40,20696.16
dear criminals,5617,26,19800.0
frontperson,392,5,27000.0
gay hollywood,0,0,2000.0
horace martin,1888,18,3416.0
housepanther,188,14,1150.0
iLLvibe,1182,18,4898.99
iSpy,6716,5,2000.0
iaamSaam,68,5,10000.0
iamtheliving,532,14,47560.0
im'peretiv,0,0,2000.0
iskwé,4596,24,80370.52
it's matt,240,8,2000.0
jamani duo,22,1,2000.0
janïsa,58,0,2000.0
jon mckiel,2835,28,4790.22
junctQín keyboard collective,0,0,6195.26
lal,0,0,1035.0
lastli,181,6,2000.0
margo,2813,37,2000.0
maxhole,85,0,2000.0
maxime.,16649,46,20000.0
mona on the radio,212,3,2000.0
neb,1595,38,2000.0
new village,6,2,2000.0
parting,388,19,2000.0
rayne,16,50,10000.0
shn shn,0,0,2000.0
the noodle boys,190,5,2000.0
tunnel - J Reimer & M Tiesenhausen,0,0,2000.0
viñu-vinu,5,0,2000.0
waants,138,13,7243.0
woolworm,1404,15,17886.16
¡Sacabuche!,15,4,6900.0
